titel,kategori,url,combined_text
Paedagogik,Øvrige humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/paedagogik,"Paedagogik.Øvrige humaniora.Pædagogik handler om teoretiske og praktiske aspekter af pædagogiske temaer inden for opdragelse, læring, undervisning og uddannelse. Faget beskæftiger sig både med det børne-, unge- og voksenpædagogiske område, med det enkelte menneske og med samfundet som helhed. Du undervises i pædagogiske teorier og metoder samt i pædagogisk-didaktiske, psykologiske og sociologiske teorier og metoder af relevans for pædagogikken. Efter bacheloruddannelsen kan du fortsætte på en kandidatuddannelse. Du vil som færdiguddannet have jobmuligheder inden for bl.a. udvikling af uddannelse og undervisning samt personale- og organisationsudvikling..Undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion og mere selvstændigt projektarbejde i grupper. Pædagogik Sprogpsykologi IT and Cognition Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Når du er færdiguddannet, vil du især have jobmuligheder inden for uddannelsesplanlægning og kompetenceudvikling, evaluering og dokumentation og personale- og organisationsudvikling. Du vil også kunne arbejde inden for undervisningsområdet. Arbejdsområder Undervisning og vejledning"
Religionsvidenskab,Øvrige humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/religionsvidenskab,"Religionsvidenskab.Øvrige humaniora.På uddannelsen undersøger du verdens forskellige religioner og deres udvikling gennem tiden. Du lærer også om religionernes aktuelle betydning. I undervisningen læser du forskellige udtryk for religiøse verdner og ser på, hvilken betydning religion har for mennesker i dag, samt den rolle, religion spiller i kulturmøder og i skabelsen af nationale og etniske identiteter. Som færdiguddannet vil du have jobmuligheder inden for undervisning, offentlig administration, personaleudvikling og kommunikation og formidling..Undervisningen veksler mellem forelæsninger, holdundervisning, kurser og mere selvstændigt projektarbejde, der ofte foregår i grupper. Propædeutik På uddannelsen får du sprogundervisning (propædeutik) i et selvvalgt originalsprog, eksempelvis latin, norrønt, græsk, arabisk, sanskrit, hindi eller tyrkisk. Sprogundervisningen foregår som regel på første eller andet år af uddannelsen. Læs mere i UG-artiklen: Propædeutisk undervisning Religionsvidenskab Tværkulturelle studier It og kognition Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Uddannelsen kan efterfølgende give dig jobmuligheder inden for bl.a. undervisning, offentlig administration, personaleudvikling og kommunikation og formidling. Der er også mulighed for at arbejde med projektledelse i fx NGO'er. Pædagogikum Religion er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. Læs mere i UG-artiklen: Pædagogikum ved de gymnasiale uddannelser Arbejdsområder Undervisning på gymnasier, seminarier, højskoler mv. Administrativt arbejde Vigtige pointer: Du lærer også om religionernes aktuelle betydning."
Retorik,Øvrige humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/retorik,"Retorik.Øvrige humaniora.Retorik handler om, hvad god tale og skrift teoretisk er, og hvordan man i praksis taler og skriver godt. Uddannelsen giver dig redskaber til at lære dette. Hovedparten af de tekster, du arbejder med i retorik, er argumenterende i deres form. Det vil sige, at de er skrevet for at påvirke eller overbevise modtagerne om et synspunkt, en holdning eller fakta om et bestemt emne. Dine jobmuligheder som færdiguddannet vil være inden for bl.a. kommunikation og undervisning..Undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion, gruppearbejde og mere selvstændigt projektarbejde. Du kommer selv til at udarbejde flere taler og artikler undervejs. Retorik Sprogpsykologi IT and Cognition Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Du vil have fremtidige jobmuligheder i virksomheder, i organisationer og i det offentlige i forbindelse med kommunikation og undervisning. Pædagogikum Retorik er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. Læs mere i UG-artiklen: Pædagogikum ved de gymnasiale uddannelser Arbejdsområder Undervisning på gymnasier, seminarier, højskoler mv. Kommunikation og erhvervssprogligt arbejde Vigtige pointer: du arbejder med i retorik, er argumenterende i deres form."
Sprog og internationale studier engelsk,Øvrige humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/sprog-og-internationale-studier-engelsk,"Sprog og internationale studier engelsk.Øvrige humaniora.På uddannelsen får du en bred viden inden for international politik og kultur, ligesom du får engelskkompetencer på et højt niveau. Du lærer om international politik og konflikter, interkulturelle forhold, menneskerettigheder og engelsk sprog. Du beskæftiger dig med problemstillinger inden for internationale forhold og interkulturel forståelse. Udlandsophold Du har mulighed for at tage et semester i udlandet i løbet af uddannelsen. Culture, Communication and Globalization International Relations Tourism Efter en relevant kandidatuddannelse kan du arbejde med analyse, projektledelse og rådgivning inden for internationale politiske, kulturelle og sociale forhold samt udviklings- og strategiarbejde. Jobmuligheder Som færdiguddannet har du jobmuligheder i bl.a. diplomatiet, internationale organisationer og virksomheder, i ngo'er, humanitære organisationer, staten, kommuner og regioner eller i EU. Arbejdsområder Administrativt arbejde Organisation, udvikling og rådgivning Vigtige pointer: du får engelskkompetencer på et højt niveau. Du lærer om international politik og konflikter, interkulturelle forhold, menneskerettigheder og engelsk sprog."
Teater og performancestudier,Øvrige humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/teater-og-performancestudier,"Teater og performancestudier.Øvrige humaniora.På teater- og performancestudier arbejder du teoretisk med teater og andre typer af kultur, der har karakter af performance..Undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion og mere selvstændigt projektarbejde, som ofte er gruppebaseret. Teater- og performancestudier Moderne kultur Visuel kultur Kultur og formidling Bemærk: Der findes ikke en samlet liste over mulige kandidatuddannelser. Jobmuligheder Uddannelsen giver mulighed for job i teaterbranchen eller inden for kulturformidling og kommunikation, når du er færdiguddannet. Arbejdsområder Undervisning og vejledning Kulturområdet"
Aestetik og kultur,Øvrige humaniora,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/aestetik-og-kultur,"Aestetik og kultur.Øvrige humaniora.Æstetik og kultur er en tværfaglig humanistisk uddannelse, der beskæftiger sig med det moderne samfunds kunst og kultur i bred forstand. Du lærer at analysere værker og fænomener inden for de enkelte kunstarter og kombinationer af disse i fx film, samtidskunst, performance og installation. Den videnskabelige baggrund for dine analyser får du gennem studier af kunstteori, kulturteori og kulturpolitik. Efter bacheloruddannelsen kan du fortsætte med en kandidatuddannelse. Som færdiguddannet vil du bl.a. kunne arbejde som kulturformidler, projektkoordinator, informationsmedarbejder, underviser eller forsker. Det kan være inden for både virksomheder, kommuner, uddannelses- eller kulturinstitutioner..Undervisningen veksler mellem holdundervisning med forelæsninger, studenteroplæg og diskussion, en slags laboratoriearbejde med øvelser og workshops, samt mere selvstændigt projektarbejde, der ofte foregår i grupper. Æstetik og kultur Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Du vil have fremtidige jobmuligheder inden for kunst og kultur, museumsverdenen eller med undervisning og formidling. Det kan være inden for både private virksomheder og i det offentlige, fx kommuner, uddannelses- eller kulturinstitutioner. Arbejdsområder Administrativt arbejde Kultur- og museumsarbejde Vigtige pointer: Du lærer at analysere værker og fænomener inden for de enkelte kunstarter og kombinationer af disse i fx film, samtidskunst, performance og installation."
Amerikanske studier,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/amerikanske-studier,"Amerikanske studier.Sprog.Uddannelsen er engelsksproget og handler om amerikansk indenrigs- og udenrigspolitisk historie, litteratur og medier. Uddannelsen giver dig indsigt i det politiske systems opbygning, og du lærer om, hvordan erhvervslivet er indrettet i USA. I løbet af uddannelsen vil du også blive trænet i skriftlig og mundtlig kommunikation på engelsk. Med bacheloruddannelsen i amerikanske studier kan du søge videre på en kandidatuddannelse. Som færdiguddannet vil du kunne arbejde i virksomheder, der beskæftiger sig med USA politisk, økonomisk eller kulturelt..Undervisningen veksler mellem holdundervisning, forelæsninger, gruppe- og projektarbejde. Sprog Al undervisning foregår på engelsk. Udlandsophold Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet vil du have jobmuligheder i private og offentlige virksomheder, der beskæftiger sig med USA politisk, økonomisk eller kulturelt. Arbejdsområder Administrativt arbejde Kommunikation og erhvervssprogligt arbejde Vigtige pointer: du lærer om, hvordan erhvervslivet er indrettet i USA."
Arabisk og islamstudier,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/arabisk-og-islamstudier,"Arabisk og islamstudier.Sprog.På uddannelsen lærer du om arabisk sprog og kultur, herunder arabisk historie, religion og islam samt samfundsforhold i Mellemøsten. Du lærer at begå dig på arabisk og får et indgående kendskab til de udfordringer og muligheder, der er i Mellemøsten og Nordafrika. Bacheloruddannelsen giver adgang til en kandidatuddannelse. Som færdiguddannet vil du have jobmuligheder inden for mange forskellige områder som fx i det private erhvervsliv, turistbranchen, ikke-statslige organisationer, medierne, den offentlige sektor, bistands-eller flygtningesektorerne..Undervisningen veksler mellem forelæsninger, øvelsestimer og arbejde i læsegruppe. Sprog En stor del af undervisningen foregår på engelsk, ligesom næsten alt litteratur vil være på engelsk. Propædeutik Uddannelsen kan indledes med 1 års sprogundervisning (propædeutik). Læs mere i UG-artiklen Propædeutisk undervisning . Arabisk- og islamstudier Mellemøststudier Religionsvidenskab Jobmuligheder Du vil traditionelt set have jobmuligheder inden for undervisning og forskning, men også i erhvervslivet, turismen, medierne, diplomatiet, efterretningstjenesten samt bistands- eller flygtningesektorerne. Arbejdsområder Administrativt arbejde Kommunikation og erhvervssprogligt arbejde Vigtige pointer: Du lærer at begå dig på arabisk og får et indgående kendskab til de udfordringer og muligheder, der er i Mellemøsten og Nordafrika."
Brasilianske studier,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/brasilianske-studier,"Brasilianske studier.Sprog.Brasilien forbinder man ofte med karneval, fest og farver, men landet er også verdens femte største og en stor industrination. På brasilianske studier lærer du at tale og skrive den brasilianske variant af portugisisk. Du studerer også den brasilianske kultur og litteratur, og du lærer om samfundsforholdene i landet. Optaget på uddannelsen er sat i bero. Derfor optages der ingen studerende i 2024..Undervisningen foregår som holdundervisning med gruppearbejde og studenteroplæg for undervisere eller studerende. Sprog En del af undervisningen foregår på engelsk og i løbet af studiet også på brasiliansk og portugisisk. Propædeutik Uddannelsen kan indledes med 1½ års sprogundervisning (propædeutik). Globale områdestudier Europastudier Internationale studier Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Du vil have fremtidige muligheder for at finde job inden for organisationer og virksomheder, der arbejder med kulturudveksling, handel eller udviklingsopgaver i Latinamerika. Du kan bl.a. arbejde med kommunikation, information, research, planlægning og forretningsstrategier baseret på en forståelse af den brasilianske kultur. Arbejdsområder Administrativt arbejde Kommunikation og erhvervssprogligt arbejde Vigtige pointer: du lærer om samfundsforholdene i landet."
Engelsk,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/engelsk,"Engelsk.Sprog.Engelsk er et vigtigt sprog over det meste af verden. På uddannelsen kommer du til at arbejde med sproget - både det talte og det skrevne. Ud over træning i sproget får du indsigt i litteratur og kultur i den engelsktalende verden, fx De Britiske Øer, USA og Australien. Du får også viden om samfundsforhold og historie i de engelsktalende lande. Sprog Undervisningen kan foregå på både dansk og engelsk eller udelukkende på engelsk afhængig af uddannelsessted. Engelsk Amerikanske studier Kultur og formidling Bemærk : Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet har du forskellige jobmuligheder. Dit job behøver ikke kun at have med sproget at gøre. Du kan fx arbejde inden for undervisningssektoren, på forlag og i virksomheder, hvor sprog og formidling er i fokus. Pædagogikum Dansk er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. Læs mere i UG-artiklen: Pædagogikum ved de gymnasiale uddannelser Arbejdsområder Administrativt arbejde Kommunikation og erhvervssprogligt arbejde Undervisning på gymnasier, seminarier, højskoler mv. Vigtige pointer: Du får også viden om samfundsforhold og historie i de engelsktalende lande."
Fransk sprog litteratur og kultur,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/fransk-sprog-litteratur-og-kultur,"Fransk sprog litteratur og kultur.Sprog.På uddannelsen i fransk beskæftiger du dig med sprog, litteratur, kultur, historie og samfundsforhold i Frankrig og andre fransksprogede lande. Du får indgående viden om det franske sprogs opbygning og brug og lærer at tale, skrive og forstå fransk, ligesom du forbedrer dine kompetencer i interkulturel kommunikation. Fransk litteratur og kulturhistorie fylder desuden en stor del af undervisningen. Fransk sprog, litteratur og kultur Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet vil du have jobmuligheder inden for især undervisning, formidling, kommunikation eller administration i private eller offentlige virksomheder med kontakt til fransktalende lande. Du vil også kunne varetage opgaver i konsulentvirksomheder eller i internationale organisationer. Pædagogikum Fransk er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. Læs mere i UG-artiklen: Pædagogikum ved de gymnasiale uddannelser Arbejdsområder Administrativt arbejde Undervisning på gymnasier, seminarier, højskoler mv. Kommunikation og erhvervssprogligt arbejde Vigtige pointer: Du får indgående viden om det franske sprogs opbygning og brug og lærer at tale, skrive og forstå fransk, ligesom du forbedrer dine kompetencer i interkulturel kommunikation."
Graesk klassisk,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/graesk-klassisk,"Graesk klassisk.Sprog.Uddannelsen handler om græsk sprog, litteratur og kultur i oldtiden og i middelalderen. Du lærer klassisk græsk og får viden om det antikke Grækenlands historie. Du beskæftiger dig primært med det klassiske græske sprog og den græske litteratur, men du vil samtidig få et solidt kendskab til hele den antikke kultur. Du lærer at lave sproglige analyser af komplicerede tekster, og du arbejder med oversættelser og fortolkninger af antikkens værker. Som færdiguddannet vil du typisk finde beskæftigelse inden for undervisningssektoren eller kunne arbejde med formidling og kulturbevaring både i den offentlige og den private sektor..Undervisningen består af holdundervisning på mindre hold med studenteroplæg og diskussion og selvstudier. Der er undervisning omkring 12 timer om ugen. Klassisk græsk Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Uddannelsen i klassisk græsk giver dig fremtidige jobmuligheder inden for undervisning, formidling og kulturbevarelse både i den offentlige og den private sektor. Det vil ofte være i gymnasiet, ved universitetet eller på forskningsbiblioteker. Du kan også få job på fx museer, arkiver, forlag eller komme til at arbejde med aftenskole- og voksenundervisning. Pædagogikum Græsk er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. Læs mere i UG-artiklen: Pædagogikum ved de gymnasiale uddannelser Arbejdsområder Undervisning på gymnasier, seminarier, højskoler mv. Kultur- og museumsarbejde Vigtige pointer: Du lærer klassisk græsk og får viden om det antikke Grækenlands historie. Du lærer at lave sproglige analyser af komplicerede tekster, og du arbejder med oversættelser og fortolkninger af antikkens værker."
Groenlandske og arktiske studier,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/groenlandske-og-arktiske-studier,"Groenlandske og arktiske studier.Sprog.Uddannelsen har fokus på grønlandsk sprog og arktiske kultur- og samfundsforhold. På denne tværfaglige uddannelse får du indsigt i inuits sprog, kultur, historie og samfundsforhold. Fokus er først og fremmest på Grønland, men inuits kultur i andre dele af Arktis (Canada, Alaska og Sibirien) indgår. Du kan efter bacheloruddannelsen læse videre på en kandidatuddannelse. Med en specialviden om inuit og Grønland vil du som færdiguddannet kunne arbejde med grønlandsrelateret formidling, projektledelse, analysearbejde, forskning, undervisning og administration..Undervisningen veksler mellem forelæsninger, holdundervisning med studenteroplæg og diskussion, kurser og mere selvstændigt projektarbejde, der ofte foregår i grupper. Grønlandske og arktiske studier er et lille fag med få studerende, og du kommer til at studere meget selvstændigt, da der ikke er så mange faste timer på faget. Propædeutik Uddannelsen kan indledes med ½ års sprogundervisning (propædeutik). Læs mere i UG-artiklen: Propædeutisk undervisning Udlandsophold Grønlandske og arktiske studier Tværkulturelle studier Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Det kan være nyttigt at supplere uddannelsen med dele fra bachelorfag som minoritetsstudier, komparative kulturstudier, kulturgeografi, antropologi eller lignende. Jobmuligheder Du vil som færdiguddannet have jobmuligheder i Grønland eller grønlandsrelaterede institutioner i Danmark inden for grønlandsrelateret formidling, projektledelse, analysearbejde, forskning, undervisning og administration. Arbejdsområder Kultur- og museumsarbejde Kommunikation og erhvervssprogligt arbejde Vigtige pointer: du kommer til at studere meget selvstændigt, da der ikke er så mange faste timer på faget."
Indianske sprog og kulturer,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/indianske-sprog-og-kulturer,"Indianske sprog og kulturer.Sprog.På uddannelsen får du viden om indianernes sprog, kultur, historie og samfundsforhold. Du studerer bl.a. skriftlige kilder fra mayaerne og aztekerne. Uddannelsen tilbyder undervisning i arkæologi, historie, lingvistik, antropologi og kunsthistorie. Du beskæftiger dig desuden med ikonografi, ruiner, samfundsstrukturer og landbrug og får mulighed for at læse tekster med hieroglyffer. Du kan som færdiguddannet komme til at arbejde med bl.a. ulandsforhold eller med formidling på museer, arkiver og biblioteker..Undervisningen foregår på små hold med ca. 12 timers undervisning om ugen. En stor del af dit øvrige studiearbejde foregår på biblioteker, i arkiver eller sammen med din læsegruppe. Indianske sprog og kulturer Tværkulturelle studier Bemærk: Der findes ikke en samlet liste over mulige kandidatuddannelser. Jobmuligheder Uddannelsen giver dig mulighed for at arbejde med projekter i forbindelse med ulandsforhold. Du kan også få job inden for formidling ved fx forskningsbiblioteker, museer og universiteter og inden for kunst, kultur, sport. En del organisationer og foreninger har udstationeret medarbejdere i landene og arbejder tæt sammen med forskellige grupper i Guatemala og Mexico . Arbejdsområder Kultur- og museumsarbejde Organisation, udvikling og rådgivning"
Indien og sydasienstudier,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/indien-og-sydasienstudier,"Indien og sydasienstudier.Sprog.På uddannelsen lærer du om regionens historie, kultur og samfundsforhold. Du får desuden kendskab til hindi, som er det mest udbredte sprog i Sydasien. Uddannelsen giver dig en bred viden om kultur, samfund og historie i Sydasien. Der vil være fokus på Indien, som er det største og vigtigste land i regionen. Som færdiguddannet kandidat har du bl.a. jobmuligheder inden for eksport- og udviklingsarbejde, ngo'er, kulturformidling samt i private virksomheder og internationale organisationer..Undervisningen foregår som forelæsninger og holdundervisning med studenteroplæg og diskussion. Faglitteraturen vil ofte være på engelsk. Udlandsophold På 4. eller 5. semester foregår uddannelsen på et universitet eller et sproginstitut i regionen. Her modtager du intensiv sprogundervisning i hindi og styrker dine kompetencer i interkulturel kommunikation. Samtidig får du mulighed for at opleve et globaliseret Indien, som både er et regionalt magtcentrum, men også et udviklingsland med massive udfordringer. Propædeutik Uddannelsen kan indledes med 1 års sprogundervisning (propædeutik). Læs mere i UG-artiklen: Propædeutisk undervisning Asienstudier Human Security Europastudier Internationale studier Tværkulturelle studier Bemærk: Der findes ikke en samlet liste over mulige kandidatuddannelser. Jobmuligheder Uddannelsen giver dig som færdiguddannet mulighed for at arbejde i private virksomheder, der har relationer til Indien eller i internationale organisationer som FN og WTO. Det er også muligt at undervise på fx universiteter, højskoler eller sprogskoler, og du kan arbejde med oversættelse og tolkning fx i FN-regi, i private virksomheder eller i integrationsprojekter. Arbejdsområder Kommunikation og erhvervssprogligt arbejde Administrativt arbejde Organisation, udvikling og rådgivning Vigtige pointer: Du får desuden kendskab til hindi, som er det mest udbredte sprog i Sydasien."
Italiensk sprog og kultur,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/italiensk-sprog-og-kultur,"Italiensk sprog og kultur.Sprog.Uddannelsen giver en indføring i italiensk sprog og i moderne og klassisk italiensk litteratur og kultur. Du lærer også om landets politik og historie. Du får et bredt kendskab til Italien og undervises i tekstanalyse, litteraturhistorie, italiensk grammatik og fonetik, ligesom du lærer at tale, skrive og forstå moderne italiensk. Italiensk sprog og kultur Dine konkrete muligheder afhænger af bacheloruddannelsens sammensætning. Bemærk: Der findes ikke en samlet liste over mulige kandidatuddannelser. Jobmuligheder Du vil som færdiguddannet have jobmuligheder inden for: kulturel udveksling og formidling undervisning turisme oversættelse eksportrådgivning andre job i virksomheder, hvor der kræves viden om det italienske sprog og Italiens kultur Pædagogikum Italiensk er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du siden søge pædagogikum og få undervisningskompetence til gymnasiet. Læs mere i UG-artiklen: Pædagogikum ved de gymnasiale uddannelser Arbejdsområder Kultur- og museumsarbejde Kommunikation og erhvervssprogligt arbejde Vigtige pointer: Du lærer også om landets politik og historie. Du får et bredt kendskab til Italien og undervises i tekstanalyse, litteraturhistorie, italiensk grammatik og fonetik, ligesom du lærer at tale, skrive og forstå moderne italiensk."
Japanstudier,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/japanstudier,"Japanstudier.Sprog.På uddannelsen undersøger du den japanske kultur, litteratur og historie, og du lærer både at læse, skrive og tale japansk. Bacheloruddannelsen giver dig en bred indsigt i det japanske samfund, og du lærer om både litterære, politiske og sociale emner. Du kan fx studere den japanske familie som institution eller beskæftige dig med uddannelsessystemet i Japan. Du kan efter bacheloruddannelsen fortsætte på en kandidatuddannelse. Du vil efterfølgende typisk kunne arbejde inden for bl.a. kommunikation og marketing i import- og eksportvirksomheder eller som tolk for danske firmaer med forbindelse til Japan..Undervisningen veksler mellem holdundervisning med studenteroplæg og diskussion, lærerstyret undervisning, gruppearbejde og mere selvstændigt projektarbejde. Bemærk, at japansk er et svært sprog at lære at læse og tale. Det kræver derfor en stor arbejdsindsats. Asienstudier Globale områdestudier Tværkulturelle studier Dine konkrete muligheder afhænger af bacheloruddannelsens sammensætning. Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Du vil få jobmuligheder inden for forskellige brancher, fx: Undervisningssektoren Ministerier Virksomheder inden for bl.a. kommunikation og handel. Pædagogikum Japansk er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du siden søge pædagogikum og få undervisningskompetence til gymnasiet. Læs mere i UG-artiklen: Pædagogikum ved de gymnasiale uddannelser Arbejdsområder Undervisning på gymnasier, seminarier, højskoler mv. Kommunikation og erhvervssprogligt arbejde Vigtige pointer: du lærer både at læse, skrive og tale japansk. du lærer om både litterære, politiske og sociale emner."
Kinastudier,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/kinastudier,"Kinastudier.Sprog.På uddannelsen i kinastudier lærer du at kommunikere på standardkinesisk og at arbejde med forskellige aspekter af Kinas historiske og moderne udvikling. Uddannelsen er sprogbaseret, og du lærer at tale, læse og skrive standardkinesisk (mandarin). Men du får også viden om Kinas historie, samfundsforhold, politik og kultur og om teorier og metoder til at analysere aspekter af Kinas udvikling. Bemærk, at kinesisk er et svært sprog at lære at læse og tale. Det kræver derfor en stor arbejdsindsats. Propædeutik Uddannelsen kan indledes med 1 års sprogundervisning (propædeutik). Læs mere i UG-artiklen: Propædeutisk undervisning Udlandsophold Undervisningen på 3. eller 4. semester foregår på et samarbejdsuniversitet i enten Bejing eller Hangzhou. Her får du mulighed for intensivt at øve og udvikle dine sproglige færdigheder. Asienstudier Tværkulturelle studier Globale områdestudier På kandidatuddannelsen i globale områdestudier er kinastudier en specifik linje, der giver undervisningskompetence i faget. Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Jobmulighederne findes inden for den offentlige sektor i form af undervisning og forskning eller i den private sektor i danske eller kinesiske virksomheder, herunder i rejse- eller konsulentbranchen. Pædagogikum Kinesisk er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du siden søge pædagogikum og få undervisningskompetence til gymnasiet. Arbejdsområder Administrativt arbejde Undervisning på gymnasier, seminarier, højskoler mv. Kommunikation og erhvervssprogligt arbejde Vigtige pointer: du lærer at tale, læse og skrive standardkinesisk (mandarin). du får også viden om Kinas historie, samfundsforhold, politik og kultur og om teorier og metoder til at analysere aspekter af Kinas udvikling."
Klassisk filologi,Sprog,https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/sprog/klassisk-filologi,"Klassisk filologi.Sprog.På uddannelsen studerer du både græsk og latin samt de antikke kulturer. Du lærer om antikkens historie, politik og kunst. Uddannelsen giver dig mulighed for at fordybe dig i antikkens tekster, og du vil komme til at læse, analysere og oversætte mange forskellige værker. Du vil også få undervisning i retorik og sprogforståelse. Propædeutik Uddannelsen kan indledes med 1 års sprogundervisning (propædeutisk undervisning). Læs mere i UG-artiklen: Propædeutisk undervisning Klassisk filologi Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Dine fremtidige jobmuligheder kan ligge inden for undervisning, forskning eller kommunikations- og informationsbranchen, med oversættelse, projektkoordinering, konsulentarbejde og inden for HR. Du har også mulighed for at gå forskervejen og tage en ph.d.-uddannelse. Du kan fx finde arbejde på gymnasier, ved universiteter, forskningsbiblioteker og kulturinstitutioner. Arbejdsområder Undervisning på gymnasier, seminarier, højskoler mv. Forskning og universitetsundervisning Vigtige pointer: Du lærer om antikkens historie, politik og kunst."
